i_epoch,i_batch,loss,time
0,0,88.5435775030991,98.77875447273254
1,0,88.51508953272871,189.2402536869049
2,0,88.48669146692748,280.3401644229889
3,0,88.46391649364786,374.78109407424927
4,0,88.45427695552034,477.1540939807892
5,0,88.45496227019967,573.9341506958008
6,0,88.45317039728022,672.51597905159
7,0,88.45090333486695,768.3846175670624
8,0,88.44773128912905,860.5977323055267
9,0,88.44398657422066,951.744796037674
10,0,88.44060173962632,1045.5592153072357
11,0,88.43749816948485,1141.4405426979065
12,0,88.43479242641806,1238.942450761795
13,0,88.43288114188984,1340.6100862026215
14,0,88.43186173972066,1438.351437330246
15,0,88.43131127451478,1533.5242140293121
16,0,88.43082001149949,1631.1604163646698
17,0,88.430278505893,1729.5908935070038
18,0,88.42975807515532,1826.5805280208588
19,0,88.42930647667418,1925.0630176067352
20,0,88.42889892604003,2017.8520722389221
21,0,88.42846557854176,2110.0315403938293
22,0,88.42796912417909,2205.403785943985
23,0,88.4274720491606,2302.0921392440796
24,0,88.42706129816493,2397.6626014709473
25,0,88.42675427322408,2492.960976600647
26,0,88.42652534648609,2587.750525712967
27,0,88.42635162524617,2684.06632065773
28,0,88.42617952491999,2780.6943566799164
29,0,88.42595938463094,2875.475460290909
30,0,88.4256874955754,2969.8483633995056
31,0,88.42541398315869,3067.5863354206085
32,0,88.42517295966526,3167.721870660782
33,0,88.42497475655716,3259.644066095352
34,0,88.42483519558638,3356.644784927368
35,0,88.4247457955663,3448.238963842392
36,0,88.42468193269758,3543.984833240509
37,0,88.42463170221467,3638.2717740535736
38,0,88.42457961075861,3733.661479949951
39,0,88.4245135998054,3832.9339599609375
40,0,88.42443131724558,3929.0673172473907
41,0,88.42434153697364,4025.696849822998
42,0,88.42425693476928,4121.146878957748
43,0,88.42418753502298,4216.616664648056
44,0,88.4241366247117,4309.031731128693
45,0,88.42410392457464,4399.79810667038
46,0,88.42407971201978,4494.326991319656
47,0,88.4240511349287,4586.575619935989
48,0,88.42401377066865,4683.793377637863
49,0,88.42397186094853,4778.645954608917
50,0,88.42393403816877,4874.798185825348
51,0,88.42390525226739,4968.029930353165
52,0,88.42388701118706,5063.704991817474
53,0,88.42387763490602,5158.6055727005005
54,0,88.42387156474234,5247.615236997604
55,0,88.42386393384191,5340.601175785065
56,0,88.42385245110933,5435.375278234482
57,0,88.42383790451116,5532.235682249069
58,0,88.42382229521573,5626.534673690796
59,0,88.42380721961526,5723.18567109108
60,0,88.42379474394156,5820.959058761597
61,0,88.42378525483312,5920.441034555435
62,0,88.42377834288504,6017.3698127269745
63,0,88.42377237509332,6115.4261739254
64,0,88.42376613060304,6209.122506141663
65,0,88.42375983122533,6300.300135850906
66,0,88.4237535373353,6394.235823631287
