i_epoch,i_batch,loss,time
0,0,94.34603009155616,95.61229801177979
1,0,94.3250564677539,191.7225034236908
2,0,94.30472235524019,288.030068397522
3,0,94.28846100063942,378.9088785648346
4,0,94.28165711259649,473.49022006988525
5,0,94.28168748881104,568.4977383613586
6,0,94.27999174921827,668.6313698291779
7,0,94.27856756502312,763.2280349731445
8,0,94.27664527416148,855.1677553653717
9,0,94.27399255870246,953.7356231212616
10,0,94.27138088771981,1051.9046337604523
11,0,94.26902659450927,1147.1952214241028
12,0,94.26709605698784,1242.1257772445679
13,0,94.26571505290511,1338.2381763458252
14,0,94.26491466474624,1429.6656024456024
15,0,94.26444299477026,1527.5279219150543
16,0,94.26408420472276,1621.0848832130432
17,0,94.26374951089137,1715.986089706421
18,0,94.26340961130136,1811.4933416843414
19,0,94.26305208394949,1907.7399244308472
20,0,94.26268694462243,2002.5698640346527
21,0,94.26234466815352,2099.542243719101
22,0,94.26202763278988,2193.7659900188446
23,0,94.26173046296857,2290.140942335129
24,0,94.26146093273661,2391.9160211086273
25,0,94.26122209808638,2488.2734410762787
26,0,94.26102054900444,2584.4137914180756
27,0,94.26086246182085,2678.053897380829
28,0,94.26072659885827,2769.12269616127
29,0,94.26058052309412,2863.3880400657654
30,0,94.2604134464624,2959.6902186870575
31,0,94.26023181660821,3055.1044251918793
32,0,94.26005540145289,3154.948493242264
33,0,94.25991198151573,3252.662075281143
34,0,94.25981499733268,3351.541825056076
35,0,94.25975206129662,3454.564949989319
36,0,94.2597022019059,3557.109811067581
37,0,94.25965390311576,3654.478524684906
38,0,94.25960539581499,3751.234905719757
39,0,94.25955454280252,3850.558870792389
40,0,94.25949424991167,3949.3977715969086
41,0,94.25942957618862,4046.455929040909
42,0,94.25937283165808,4145.612738609314
43,0,94.25932904581906,4244.933282136917
44,0,94.25929262887456,4345.047889709473
45,0,94.25926398684167,4435.915346622467
46,0,94.25924290710321,4531.718381166458
47,0,94.25922173195464,4623.275796890259
48,0,94.2591951019156,4719.885047197342
49,0,94.25916618445996,4818.978041887283
50,0,94.25913973217808,4917.064415216446
51,0,94.25911904203465,5017.967658519745
52,0,94.25910621187492,5118.586897850037
53,0,94.25909929347252,5214.985004425049
54,0,94.25909469421592,5311.838748931885
55,0,94.25908850777965,5409.118754863739
56,0,94.25907903699617,5508.486708164215
57,0,94.25906723207211,5599.994184494019
58,0,94.25905498837373,5695.957615375519
59,0,94.25904435700566,5793.000648975372
60,0,94.25903629174822,5890.938157081604
61,0,94.25903002813442,5990.3725571632385
62,0,94.25902490917385,6089.533514499664
63,0,94.25902009155735,6184.939319849014
64,0,94.25901532720569,6279.743457317352
65,0,94.25901043639234,6374.185735464096
66,0,94.25900582511188,6466.9260993003845
67,0,94.2590018630787,6567.336209774017
68,0,94.2589985364706,6661.266916751862
69,0,94.25899577526575,6754.530401229858
70,0,94.25899338453075,6848.587336063385
71,0,94.25899133336918,6939.61700296402
72,0,94.25898936491328,7036.787380456924
73,0,94.25898734844004,7134.075277328491
74,0,94.25898549446852,7230.3963577747345
75,0,94.2589838152465,7327.190469503403
76,0,94.25898221138945,7424.483614206314
77,0,94.25898062423161,7520.8059668540955
78,0,94.25897914751752,7617.151527643204
79,0,94.25897792396532,7713.871300697327
80,0,94.25897684268321,7810.570210456848
81,0,94.25897586360425,7907.839407444
82,0,94.25897494844577,8000.324487924576
83,0,94.25897413212296,8091.50841999054
84,0,94.25897342431692,8184.738330841064
85,0,94.25897282735787,8277.298488855362
86,0,94.25897235598453,8371.955155849457
87,0,94.25897196733577,8465.669313669205
88,0,94.25897163158395,8561.286761522293
89,0,94.25897130383669,8654.910879850388
90,0,94.25897096891866,8751.55207490921
91,0,94.25897060010004,8847.991160154343
92,0,94.25897025581078,8943.289951086044
93,0,94.25896997079369,9036.923474311829
94,0,94.25896974922216,9129.455944538116
95,0,94.25896959355461,9222.944300889969
96,0,94.25896946957265,9317.404337406158
97,0,94.25896936519848,9419.303678035736
98,0,94.2589692695026,9516.725129842758
99,0,94.25896917265028,9612.756894111633
100,0,94.25896907620067,9713.209085702896
101,0,94.25896898213585,9807.906594514847
102,0,94.25896889426123,9904.046199083328
103,0,94.25896882203516,10003.808527469635
104,0,94.25896876604291,10101.767488479614
105,0,94.25896872953949,10197.274463415146
106,0,94.25896870362077,10291.70859670639
107,0,94.25896868190326,10384.59856891632
108,0,94.25896866115075,10486.259386777878
109,0,94.25896863842124,10582.898516654968
110,0,94.25896861550387,10678.456990718842
111,0,94.25896859164891,10776.812456607819
112,0,94.2589685710111,10869.754436969757
113,0,94.25896855484618,10966.28062582016
114,0,94.25896854096884,11060.671198129654
115,0,94.25896852763903,11155.017971038818
116,0,94.25896851237502,11244.185416936874
117,0,94.2589684970054,11340.133292913437
118,0,94.25896848298197,11433.415286302567
119,0,94.25896846879802,11533.394962787628
120,0,94.25896845411097,11629.241796016693
121,0,94.25896844088898,11719.822232246399
122,0,94.25896842953405,11805.483094453812
123,0,94.25896842001183,11901.864917993546
124,0,94.25896841182305,11999.61416888237
125,0,94.25896840502962,12100.248870372772
126,0,94.25896839855106,12193.633441209793
127,0,94.25896839184006,12290.106397390366
128,0,94.25896838515881,12385.669995546341
129,0,94.25896837862265,12477.957158327103
130,0,94.2589683724311,12575.310675859451
131,0,94.25896836675973,12668.937232971191
132,0,94.25896836191023,12764.811829090118
133,0,94.25896835796884,12863.176661968231
134,0,94.25896835480029,12960.151761293411
135,0,94.25896835195539,13056.030125617981
136,0,94.25896834946846,13153.04261636734
137,0,94.25896834711368,13252.927206277847
138,0,94.25896834423396,13353.366244792938
139,0,94.25896834185863,13450.067931175232
140,0,94.25896833969013,13547.390280485153
141,0,94.25896833819536,13636.260083675385
142,0,94.25896833690446,13727.241632938385
143,0,94.25896833606711,13819.812985181808
144,0,94.25896833544336,13916.044445037842
145,0,94.25896833460648,14008.574845552444
146,0,94.25896833385781,14100.078201770782
147,0,94.25896833332743,14189.775094270706
148,0,94.25896833276921,14279.07071518898
149,0,94.2589683323973,14372.22851896286
150,0,94.25896833229127,14471.218446731567
151,0,94.2589683319105,14570.89869093895
152,0,94.25896833168775,14667.151378631592
153,0,94.25896833147857,14764.730716466904
154,0,94.25896833093721,14861.270380496979
155,0,94.25896833045142,14955.307856798172
156,0,94.25896832999491,15051.674216270447
157,0,94.2589683296978,15145.277233362198
158,0,94.25896832938732,15240.789863109589
159,0,94.25896832927621,15338.525582313538
160,0,94.25896832940748,15436.321251153946
161,0,94.25896832923269,15531.644133329391
162,0,94.25896832913979,15626.315749406815
163,0,94.25896832908582,15726.65876364708
164,0,94.2589683287056,15825.307498216629
165,0,94.25896832850326,15920.359910964966
166,0,94.25896832853788,16016.019127845764
167,0,94.25896832826865,16117.191854476929
168,0,94.25896832820214,16216.182474851608
169,0,94.2589683283562,16311.302098274231
170,0,94.25896832817597,16409.37010383606
171,0,94.25896832809794,16501.817267417908
172,0,94.25896832832741,16595.671666145325
173,0,94.25896832803166,16692.905709266663
174,0,94.25896832803456,16790.89184474945
175,0,94.25896832834829,16886.42369580269
176,0,94.25896832826588,16983.58967447281
177,0,94.25896832856735,17076.633096933365
178,0,94.25896832889188,17174.673844099045
179,0,94.25896832919993,17267.959146499634
180,0,94.25896832932948,17360.227667808533
181,0,94.25896832929179,17453.625613451004
182,0,94.25896832869522,17551.650914669037
183,0,94.2589683278554,17650.214718580246
184,0,94.25896832741478,17744.327869415283
185,0,94.25896832741516,17840.178723335266
186,0,94.25896832769499,17934.141612052917
187,0,94.25896832798006,18032.310796260834
188,0,94.25896832807261,18130.751831531525
189,0,94.25896832791452,18222.74351453781
190,0,94.25896832756894,18315.754400014877
191,0,94.25896832739049,18411.718264341354
192,0,94.25896832756386,18508.336418390274
193,0,94.25896832776635,18603.62919163704
194,0,94.25896832793488,18698.029039621353
195,0,94.25896832819214,18796.003803491592
196,0,94.25896832781706,18890.428127765656
197,0,94.25896832787936,18979.527145385742
198,0,94.25896832798003,19072.58538866043
199,0,94.25896832847644,19168.219679117203
