i_epoch,i_batch,loss,time
0,0,107.15413188392083,98.18971681594849
1,0,107.14809568334773,190.14349579811096
2,0,107.14310377140606,283.7604703903198
3,0,107.13897460790922,381.949191570282
4,0,107.13738031934763,477.93507528305054
5,0,107.13687790090144,571.0496859550476
6,0,107.13621159624884,671.0853488445282
7,0,107.13591510490211,772.942408323288
8,0,107.13550235337446,865.6582939624786
9,0,107.13481436687118,961.2622051239014
10,0,107.13407083853683,1061.7257709503174
11,0,107.13337698950605,1158.5774569511414
12,0,107.13277328016154,1251.8245542049408
13,0,107.1323339851347,1342.81325340271
14,0,107.13206045551665,1432.5118803977966
15,0,107.13193541363538,1521.5091605186462
16,0,107.13188974530611,1618.472979068756
17,0,107.13182453801811,1711.0191361904144
18,0,107.13171872023538,1803.9654591083527
19,0,107.13159395859762,1900.1335909366608
20,0,107.13147362778963,2003.062599658966
21,0,107.13137135482508,2096.026094675064
22,0,107.13128506597823,2189.113762617111
23,0,107.13121001947398,2284.0894787311554
24,0,107.1311405748555,2374.711139202118
25,0,107.13107767626464,2464.9417641162872
26,0,107.13102572493057,2560.620439529419
27,0,107.1309835266573,2653.4671087265015
28,0,107.13094456438944,2745.344842195511
29,0,107.13090389579133,2842.4539833068848
30,0,107.13085960048711,2934.6664876937866
31,0,107.13081734027911,3030.945128917694
32,0,107.13078266645746,3130.403815984726
33,0,107.13075413792328,3224.9150896072388
34,0,107.13072812564663,3325.6067366600037
35,0,107.13070206365566,3414.7401864528656
36,0,107.1306787379365,3511.3140280246735
37,0,107.13066067346837,3605.7632842063904
38,0,107.13064466652307,3699.8765120506287
39,0,107.13062768064266,3796.4461035728455
40,0,107.1306106824554,3889.4940407276154
41,0,107.13059473192382,3985.818419933319
42,0,107.1305800810883,4080.0765719413757
43,0,107.1305681792046,4175.110936880112
44,0,107.13055899009089,4269.396354675293
45,0,107.13055173219368,4372.643135547638
46,0,107.13054438882735,4468.980519294739
47,0,107.13053679368777,4567.173823356628
48,0,107.1305296474906,4665.443522930145
49,0,107.13052324172578,4759.356374502182
50,0,107.13051748119753,4856.489629030228
51,0,107.13051278292949,4953.072472572327
52,0,107.13050913384339,5048.252993106842
53,0,107.13050627335463,5144.668598175049
54,0,107.13050384677055,5243.244800329208
55,0,107.13050118272758,5336.772404193878
56,0,107.13049795646675,5433.383965730667
57,0,107.13049445196816,5525.779689073563
58,0,107.13049107347399,5620.434952020645
59,0,107.13048823184992,5711.310825824738
60,0,107.1304859155625,5806.663556575775
61,0,107.13048425285523,5901.3866946697235
62,0,107.13048299263193,5994.289067745209
63,0,107.13048188146782,6092.283561944962
64,0,107.13048062856542,6192.528608560562
65,0,107.13047917884248,6285.918371915817
66,0,107.13047776509198,6379.413702011108
67,0,107.13047658684441,6477.779279947281
68,0,107.13047567779789,6575.5436198711395
69,0,107.13047498641765,6673.2769548892975
70,0,107.13047440889635,6767.45200586319
71,0,107.13047385958126,6862.225612640381
72,0,107.13047334273564,6953.188524246216
73,0,107.13047281494191,7048.242768764496
74,0,107.13047230795551,7144.107674360275
75,0,107.1304718240919,7239.48318529129
76,0,107.1304713717993,7332.655195474625
77,0,107.13047098167752,7428.389798402786
78,0,107.1304706522192,7529.068036079407
79,0,107.1304703737091,7627.660124778748
80,0,107.13047013733913,7724.379146337509
81,0,107.13046991468578,7823.874258518219
82,0,107.13046970656217,7925.513687610626
83,0,107.13046951871306,8021.901070833206
84,0,107.13046934505115,8116.892283916473
85,0,107.13046919277443,8215.550820589066
86,0,107.1304690670743,8311.131783246994
87,0,107.13046895644787,8404.977628707886
88,0,107.13046885682155,8498.480179786682
89,0,107.13046876207342,8594.524192333221
90,0,107.13046867461692,8687.443869829178
91,0,107.13046859675185,8777.19921040535
92,0,107.1304685283748,8873.227319955826
93,0,107.13046847308571,8966.034933567047
94,0,107.1304684269321,9064.810777664185
95,0,107.13046838772426,9160.754944562912
96,0,107.13046835216565,9252.94829416275
97,0,107.13046831926059,9349.131753444672
98,0,107.13046828680353,9444.096562623978
99,0,107.1304682581133,9538.154225349426
100,0,107.13046823370406,9638.976311683655
101,0,107.13046821115104,9735.956865310669
102,0,107.13046819069133,9829.325216531754
103,0,107.13046817409015,9923.759559869766
104,0,107.1304681617931,10015.291182994843
105,0,107.13046814996234,10102.82196521759
106,0,107.13046813852112,10196.522758722305
107,0,107.13046812888413,10294.97573876381
108,0,107.13046812070836,10388.10424566269
109,0,107.13046811406412,10487.71956205368
110,0,107.13046810815088,10584.357385158539
111,0,107.13046810190228,10683.13186788559
112,0,107.13046809588177,10775.22304725647
113,0,107.13046809008564,10869.20077753067
114,0,107.1304680844837,10961.818176984787
115,0,107.13046807906225,11061.70066022873
116,0,107.13046807424158,11157.667901277542
117,0,107.13046806967787,11260.289482355118
118,0,107.13046806515071,11353.779823303223
119,0,107.13046806074557,11450.301480770111
120,0,107.1304680567811,11545.967419624329
121,0,107.13046805377935,11639.76919555664
122,0,107.13046805139082,11730.709026813507
123,0,107.13046804933865,11825.323130607605
124,0,107.13046804748532,11921.773813724518
125,0,107.13046804564928,12020.336193084717
126,0,107.1304680439653,12116.0124938488
127,0,107.1304680424239,12212.76045513153
128,0,107.13046804086635,12306.495793819427
129,0,107.13046803936089,12407.36062169075
130,0,107.13046803802428,12500.283398151398
131,0,107.13046803687511,12592.968662261963
132,0,107.1304680358085,12687.442959308624
133,0,107.13046803483023,12782.36766409874
134,0,107.13046803384024,12879.722246170044
135,0,107.13046803281055,12974.239178657532
136,0,107.13046803174703,13071.073315620422
137,0,107.1304680308032,13164.364985704422
138,0,107.13046803010113,13257.465627908707
139,0,107.13046802956548,13353.043591737747
140,0,107.13046802917384,13444.85769200325
141,0,107.1304680289672,13541.795214891434
142,0,107.13046802872239,13633.985159158707
143,0,107.13046802848385,13729.404160022736
144,0,107.13046802813494,13823.125953674316
145,0,107.13046802778051,13916.344386816025
146,0,107.13046802749514,14007.35060620308
147,0,107.13046802726572,14097.923874855042
148,0,107.13046802707738,14185.243317365646
149,0,107.13046802693623,14277.091869592667
150,0,107.1304680268127,14374.770088911057
151,0,107.13046802666094,14472.645305871964
152,0,107.13046802651183,14565.238750219345
153,0,107.13046802644523,14657.50220131874
154,0,107.13046802640145,14755.196934461594
155,0,107.13046802646294,14850.86312198639
156,0,107.13046802658977,14945.505268573761
157,0,107.13046802671066,15045.884151935577
158,0,107.13046802677054,15141.31514954567
159,0,107.13046802672623,15238.160039901733
160,0,107.13046802653086,15333.996270418167
161,0,107.13046802628195,15434.31845831871
162,0,107.13046802607019,15531.752371311188
163,0,107.13046802576385,15623.531353473663
164,0,107.13046802553939,15721.138018131256
165,0,107.13046802560396,15810.174847126007
166,0,107.1304680254834,15903.574030399323
167,0,107.13046802559172,15998.168409347534
168,0,107.1304680256813,16094.951282262802
169,0,107.13046802574942,16192.821407794952
170,0,107.13046802572737,16287.709237337112
171,0,107.13046802557419,16385.395287275314
172,0,107.1304680253886,16479.39422249794
173,0,107.13046802527253,16576.57726264
174,0,107.13046802521252,16670.79331445694
175,0,107.13046802521461,16764.239112854004
176,0,107.13046802521134,16857.873242616653
177,0,107.1304680250936,16957.433660268784
178,0,107.13046802501523,17054.20411014557
179,0,107.13046802493723,17153.725068330765
180,0,107.13046802490842,17248.74311733246
181,0,107.1304680249571,17343.44428062439
182,0,107.13046802504576,17436.672878980637
183,0,107.13046802512275,17532.658068418503
184,0,107.13046802515835,17627.53600358963
185,0,107.13046802517735,17722.237562179565
186,0,107.13046802517192,17818.681331396103
187,0,107.13046802516895,17917.175657987595
188,0,107.13046802516006,18012.080449342728
189,0,107.1304680251196,18109.456325531006
190,0,107.13046802504071,18209.554898500443
191,0,107.1304680248442,18306.23599410057
192,0,107.1304680247423,18402.85871911049
193,0,107.13046802483879,18500.33719778061
194,0,107.13046802492003,18597.900748968124
195,0,107.13046802492572,18692.775051116943
196,0,107.13046802504331,18788.211988687515
197,0,107.13046802513136,18882.907214403152
198,0,107.13046802508775,18977.233069896698
199,0,107.1304680252224,19071.045995235443
